asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
45896,VN-MOBIFONE,@aut-45896-APNIC,Mobifone Global JSC,VN,Vietnam,APNIC,Company's website,Handing over the right to represent the owner of the State in VMS MobiFone from VNPT to MIC.,English,https://mobifone.vn/wps/portal/public/gioi-thieu/gioi-thieu-chung/lich-su-hinh-thanh,,C,,,
45897,VN-MOBIFONE,@aut-45896-APNIC,Mobifone Global JSC,VN,Vietnam,APNIC,Company's website,Handing over the right to represent the owner of the State in VMS MobiFone from VNPT to MIC.,English,https://mobifone.vn/wps/portal/public/gioi-thieu/gioi-thieu-chung/lich-su-hinh-thanh,,C,,,
6752,AD-TELECOM,ORG-SDTD1-RIPE,ANDORRA TELECOM SAU,AD,Andorra,RIPE,Company's website,"The Company is a government-owned company governed by applicable private civil and commercial law and keeps its accounts in accordance with Law 30/2007 of 20 December on company accounts, without prejudice to the financial control established in the General Law on Public Finance.",English,https://memoria2018.andorratelecom.com/en/financial-statements/note-1/company-background/,,"G, E, W",,,
16058,AE-ETISALAT,@aut-16058-RIPE,Gabon Telecom / Office of Posts and Telecommunications of Gabon,AE,United Arab Emirates,RIPE,Company's annual report,"Gabon Telecom: On February 9, 2007, Maroc Telecom acquired 51% of the capital of Gabon Telecom. Gabon Telecom has been fully consolidated by Maroc Telecom since March 1, 2007. Gabon Telecom bought out Maroc Telecom to acquire 100% of the subsidiary Atlantique Telecom Gabon, which was absorbed by Gabon Telecom on June 29, 2016.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"G, E, W",ORG-ETC1-RIPE,GA,AE
21271,AE-ETISALAT,@aut-21271-RIPE,Society of Mali's Telecommunications (SOTELMA),AE,United Arab Emirates,RIPE,Company's annual report,"Sotelma: On July 31, 2009, Maroc Telecom acquired a 51% stake in Mali’s incumbent operator, Sotelma. Sotelma has been fully consolidated by Maroc Telecom since August 1, 2009.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"G, E, W",ORG-ETC1-RIPE,ML,AE
25543,AE-ETISALAT,@aut-25543-RIPE,"ONATEL (Office National des Telecommunications, PTT)",AE,United Arab Emirates,RIPE,Company's annual report,"Onatel: On December 29, 2006, Maroc Telecom acquired a 51% stake in the Burkinabe operator Onatel. The Group increases its stake in Onatel, its stake is 61% as of April 17, 2018. The subsidiary has been fully consolidated in Maroc Telecom's financial statements since January 1, 2007.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"G, E, W",ORG-ETC1-RIPE,BF,AE
29544,AE-ETISALAT,@aut-29544-RIPE,Mauritanian Telecommunication Company,AE,United Arab Emirates,RIPE,Company's annual report,"Mauritel: Maroc Telecom acquires on April 12, 2001, 51.5% of the voting rights of Mauritel, the incumbent operator in Mauritania and operator of a fixed-line and mobile telecommunications network, subsequent to the merger of Mauritel SA (fixed line) and Mauritel Mobile. Mauritel S.A. is owned by the holding company Compagnie Mauritanienne de Communications (CMC), in which Maroc Telecom holds an 80% equity stake and consequently a 41.2% interest in Mauritel. Mauritel has been fully consolidated by Maroc Telecom since July 1, 2004.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"G, E, W",ORG-ETC1-RIPE,MR,AE
6713,AE-ETISALAT,@aut-6713-RIPE,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,AE,United Arab Emirates,RIPE,Company's annual report,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,,"G, E, W",ORG-ETC1-RIPE,MA,AE
37190,AE-ETISALAT,ORG-ATD1-AFRINIC,Atlantique Telecom (Cote d'Ivoire),AE,United Arab Emirates,RIPE,Company's annual report,"Atlantique Telecom Cote d'Ivoire: On January 26, 2015, Maroc Telecom acquired an 85% stake in the capital of the Coote d'ivoire mobile operator. Atlantique Telecom Coote d'Ivoire has been fully consolidated in the financial statements of Maroc Telecom since January 31, 2015.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"E, W",ORG-ETC1-RIPE,CI,AE
37205,AE-ETISALAT,ORG-ATN2-AFRINIC,Atlantique Telecom Niger,AE,United Arab Emirates,RIPE,Company's annual report,"Atlantique Telecom Niger: On January 26, 2015, Maroc Telecom acquired 100% of the capital of the Niger mobile operator. Atlantique Telecom Niger has been fully consolidated in the financial statements of Maroc Telecom since January 31, 2015.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"E, W",ORG-ETC1-RIPE,NE,AE
37229,AE-ETISALAT,ORG-ATT1-AFRINIC,ATLANTIQUE TELECOM TOGO,AE,United Arab Emirates,RIPE,Company's annual report,"Atlantique Telecom Togo: On January 26, 2015, Maroc Telecom acquired a 95% stake in the capital of the Togo mobile operator. Atlantique Telecom Togo has been fully consolidated in the financial statements of Maroc Telecom since January 31, 2015.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"E, W",ORG-ETC1-RIPE,TG,AE
5525,AE-DU,ORG-DIC1-RIPE,Emirates Integrated Telecommunications Company PJSC,AE,United Arab Emirates,RIPE,Company's website,50.12% Emirates Investment Authority,English,https://www.du.ae/about-us/investor-relations/shareholders,Emirates Investment Authority (EIA) is the only Sovereign Wealth Fund of the Federal Government of the United Arab Emirates (https://www.eia.gov.ae),"G, W",,,
15802,AE-DU,ORG-DIC1-RIPE,Emirates Integrated Telecommunications Company PJSC,AE,United Arab Emirates,RIPE,Company's website,50.12% Emirates Investment Authority,English,https://www.du.ae/about-us/investor-relations/shareholders,Emirates Investment Authority (EIA) is the only Sovereign Wealth Fund of the Federal Government of the United Arab Emirates (https://www.eia.gov.ae),"G, W",,,
57187,AE-DU,ORG-DIC1-RIPE,Emirates Integrated Telecommunications Company PJSC,AE,United Arab Emirates,RIPE,Company's website,50.12% Emirates Investment Authority,English,https://www.du.ae/about-us/investor-relations/shareholders,Emirates Investment Authority (EIA) is the only Sovereign Wealth Fund of the Federal Government of the United Arab Emirates (https://www.eia.gov.ae),"G, W",,,
197911,AE-DU,ORG-DIC1-RIPE,Emirates Integrated Telecommunications Company PJSC,AE,United Arab Emirates,RIPE,Company's website,50.12% Emirates Investment Authority,English,https://www.du.ae/about-us/investor-relations/shareholders,Emirates Investment Authority (EIA) is the only Sovereign Wealth Fund of the Federal Government of the United Arab Emirates (https://www.eia.gov.ae),"G, W",,,
131284,AE-ETISALAT,ORG-EA2-AP-APNIC,Etisalat Afghan,AE,United Arab Emirates,RIPE,Company's annual report,Etisalat Afghanistan. Etisalat Ownership 100%,English,https://www.etisalat.com/en/system/docs/2020/Etisalat-Annual-Report-2019-English.pdf,,"E, W",ORG-ETC1-RIPE,AF,AE
37136,AE-ETISALAT,ORG-EB1-AFRINIC,ETISALAT BENIN,AE,United Arab Emirates,RIPE,Company's annual report,"Etisalat Benin: On January 26, 2015, Maroc Telecom acquired 100% of the capital of the Benin mobile operator. Etisalat Benin has been fully consolidated in the financial statements of Maroc Telecom since January 31, 2015.",English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"E, W",ORG-ETC1-RIPE,BJ,AE
36992,AE-ETISALAT,ORG-EM1-AFRINIC,ETISALAT MISR,AE,United Arab Emirates,RIPE,Company's annual report,Etisalat Afghanistan. Etisalat Ownership 66%,English,https://www.etisalat.com/en/system/com/assets/docs/annual-report/2020/en-2020-etisalat-group-annual-report.pdf,,"G, E, W",ORG-ETC1-RIPE,EG,AE
5384,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
8959,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
8960,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
8961,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
8966,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
59981,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
59982,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
59983,AE-ETISALAT,ORG-ETC1-RIPE,Emirates Telecommunications Corporation,AE,United Arab Emirates,RIPE,Company's website,Emirates Investment Authority holds 60% of the shares,English,https://www.etisalat.com/en/ir/corporateinfo/ownership-structure.jsp,"The Emirates Investment Authority (EIA), an authority owned by the Federal Government, was established through Federal Decree Law No. 4 of 2007 as amended by Federal Decree Law No. 13 of 2009. (https://www.eia.gov.ae)","G, E, W, O",,,
36903,AE-ETISALAT,ORG-ONDP1-AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,AE,United Arab Emirates,RIPE,Company's annual report,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,,"G, E, W",ORG-ETC1-RIPE,MA,AE
36956,AE-ETISALAT,ORG-ONDP1-AFRINIC,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,AE,United Arab Emirates,RIPE,Company's annual report,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,,"G, E, W",ORG-ETC1-RIPE,MA,AE
327802,AE-ETISALAT,ORG-MCS5-AFRINIC,MILLICOM CHAD SA,AE,United Arab Emirates,RIPE,Company's annual report,Tigo Tchad Maroc Telecom : 100%**,English,https://www.iam.ma/Lists/TelechargementFinance/Attachments/1175/Financial_report_2018.pdf,Etisalat: 53% through a holding company 91.3%-owned by Etisalat and 8.7%-owned by the Abu Dhabi Development Fund;,"G, E, W",ORG-ETC1-RIPE,TD,AE
198247,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
198381,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
198394,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
198504,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
206283,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
206284,AE-ALYASHAT,ORG-SSCC1-RIPE,Star Satellite Communications Company - PJSC,AE,United Arab Emirates,RIPE,Company's website,"As Abu Dhabi's leading strategic investment company, Mubadala is active in 13 sectors and more than 30 countries around the world, creating lasting value for our shareholder, the Government of Abu Dhabi",English,https://www.yahsat.com,,O,,,
44703,AE-ALYASHAT,ORG-TSTC1-RIPE,Thuraya Telecommunications Private Joint-Stock Company,AE,United Arab Emirates,RIPE,Company's website,"Thuraya, is the mobile satellite services subsidiary of Yahsat, a leading global satellite operator based in the United Arab Emirates (UAE), fully owned by Mubadala Investment Company, the investment vehicle of the Government of Abu Dhabi. Established in 1997",English,https://www.thuraya.com,,O,,,
34170,AZ-AZTELEKOM,ORG-AA137-RIPE,Aztelekom,AZ,Azerbaijan,RIPE,World Bank,Aztelekom and Baku Telephone Communications10 enjoy quasi-governmental or near-monopoly status in their respective sectors.,English,http://documents.worldbank.org/curated/en/710781532553488335/pdf/AUS0000257-PUBLIC-2018-JUNE-ENG-Final-Technical-Note-AZ-SOEs-FINAL.pdf,"“Baku Telephone Communications” Production Association (BTCPA) was restructured and renamed to Baku Telephone Communications LLC, on July 19, 2017. (https://www.baktelecom.az/haqqimizda)","E, W",,,
28787,AZ-BAKTELECOM,ORG-BA2-RIPE,Baktelekom,AZ,Azerbaijan,RIPE,World Bank,Aztelekom and Baku Telephone Communications10 enjoy quasi-governmental or near-monopoly status in their respective sectors.,English,http://documents.worldbank.org/curated/en/710781532553488335/pdf/AUS0000257-PUBLIC-2018-JUNE-ENG-Final-Technical-Note-AZ-SOEs-FINAL.pdf,"“Baku Telephone Communications” Production Association (BTCPA) was restructured and renamed to Baku Telephone Communications LLC, on July 19, 2017. (https://www.baktelecom.az/haqqimizda)","G, E, W",,,
31721,AZ-AZTELEKOM,ORG-ATJ1-RIPE,"""Azercell Telecom Ltd"" Azerbaijan-Turkey Joint Venture",AZ,Azerbaijan,RIPE,Freedom House,"in 2018, the government formally assumed ownership of Azercell",English,https://freedomhouse.org/country/azerbaijan/freedom-net/2019,"Fintur Holdings, in which Telia has a 58.55 percent ownership and Turkcell the remaining shares, sold its stake in Azertel to Azerbaijan International Telecom LLC, which is owned by the Republic of Azerbaijan. (https://www.reuters.com/article/telia-company-azerbaijan-divestment/telia-sells-stake-in-azercell-idUSL5N1QN2GP)","G, E",,,
196821,AZ-AZERCOSMOS,ORG-IOMO1-RIPE,ICC of Ministry of ICT of Azerbaijan,AZ,Azerbaijan,RIPE,Company's website,Azercosmos' is the only satellite operator in Caucasus established on May 3rd 2010 and fully owned by the government of Azerbaijan Republic.,English,https://azercosmos.az/about-us-azercosmos?lang=en,,O,,,
201590,AZ-SOCAR,ORG-SEHA1-RIPE,SOCAR Energy Holdings AG,AZ,Azerbaijan,RIPE,Company's website,"SOCAR Turkey Enerji A.S. (SOCAR Turkey), a subsidiary of SOCAR (State Oil Company of Azerbaijan Republic) which is one of the most deep-rooted global oil and natural gas companies, initiated its business operations in Turkey upon acquisition of 51 percent of the shares of Petkim from the Privatization Administration in 2008.",English,http://www.socar.com.tr/en/about-us/socar-turkey,"Operating in energy and petro-chemistry industries, SOCAR Turkey recognized the global potential in the telecommunications market and decided to launch a fiber optic infrastructure investment. Thus, SOCAR Turkey Fiber Optik A.S. Company was established on May 8th, 2013 by SOCAR Turkey Enerji A.S. (http://www.socarfiber.com/socarfiber-en.html)",O,,,
198876,AZ-SOCAR,ORG-SIG9-RIPE,STATE OIL COMPANY OF AZERBAIJAN REPUBLIC (SOCAR) in Georgia,AZ,Azerbaijan,RIPE,Company's website,"SOCAR Turkey Enerji A.S. (SOCAR Turkey), a subsidiary of SOCAR (State Oil Company of Azerbaijan Republic) which is one of the most deep-rooted global oil and natural gas companies, initiated its business operations in Turkey upon acquisition of 51 percent of the shares of Petkim from the Privatization Administration in 2008.",English,http://www.socar.com.tr/en/about-us/socar-turkey,"Operating in energy and petro-chemistry industries, SOCAR Turkey recognized the global potential in the telecommunications market and decided to launch a fiber optic infrastructure investment. Thus, SOCAR Turkey Fiber Optik A.S. Company was established on May 8th, 2013 by SOCAR Turkey Enerji A.S. (http://www.socarfiber.com/socarfiber-en.html)",O,,,
20875,BA-HT,ORG-HM1-RIPE,HT d.o.o. Mostar,BA,Bosnia and Herzegovina,RIPE,IMF,"The FBiH government has initiated, in a letter to the EU, a request to finance the financial and operational due diligence of two Federation telecom companies (BH Telecom and HT Mostar)",English,https://www.imf.org/external/np/loi/2018/bih/012918.pdf,,"G, E, W",,,
9146,BA-HT,ORG-PEOP1-RIPE,BH Telecom d.d. Sarajevo,BA,Bosnia and Herzegovina,RIPE,IMF,"The FBiH government has initiated, in a letter to the EU, a request to finance the financial and operational due diligence of two Federation telecom companies (BH Telecom and HT Mostar)",English,https://www.imf.org/external/np/loi/2018/bih/012918.pdf,,"G, E, W, O",,,
5432,BE-PROXIMUS,ORG-BA4-RIPE,Proximus NV,BE,Belgium,RIPE,Company's website,Shareholder structure: Belgian State (53.51),English,https://www.proximus.com/investors/shareholder-structure.html,,"G, E, W, O",,,
5488,BE-PROXIMUS,ORG-BA4-RIPE,Proximus NV,BE,Belgium,RIPE,Company's website,Shareholder structure: Belgian State (53.51),English,https://www.proximus.com/investors/shareholder-structure.html,,"G, E, W, O",,,
28704,BE-PROXIMUS,ORG-BA4-RIPE,Proximus NV,BE,Belgium,RIPE,Company's website,Shareholder structure: Belgian State (53.51),English,https://www.proximus.com/investors/shareholder-structure.html,,"G, E, W, O",,,
29005,BE-PROXIMUS,ORG-BA4-RIPE,Proximus NV,BE,Belgium,RIPE,Company's website,Shareholder structure: Belgian State (53.51),English,https://www.proximus.com/investors/shareholder-structure.html,,"G, E, W, O",,,
5560,BE-BICS,ORG-BICS2-RIPE,Belgacom International Carrier Services SA,BE,Belgium,RIPE,FCC,"BICS is 72 percent owned by Belgacom S.A./N.V. ('Belgacom'). Belgacom, in turn, is owned approximately 53 percent by the Belgian State",English,http://licensing.fcc.gov/myibfs/download.do?attachment_key=-109909,"The remaining 28 percent equity interest in BICS is held by Swisscom Fixnet Ltd. Swisscom Fixnet is wholly owned by its parent company, Swisscom Ltd. The Swiss Confederation owns approximately 68 percent of Swisscom Ltd","W, O",,,
6774,BE-BICS,ORG-BICS2-RIPE,Belgacom International Carrier Services SA,BE,Belgium,RIPE,FCC,"BICS is 72 percent owned by Belgacom S.A./N.V. ('Belgacom'). Belgacom, in turn, is owned approximately 53 percent by the Belgian State",English,http://licensing.fcc.gov/myibfs/download.do?attachment_key=-109909,"The remaining 28 percent equity interest in BICS is held by Swisscom Fixnet Ltd. Swisscom Fixnet is wholly owned by its parent company, Swisscom Ltd. The Swiss Confederation owns approximately 68 percent of Swisscom Ltd","W, O",,,
48526,BE-PROXIMUS,ORG-TMS6-RIPE,Proximus Luxembourg S.A.,BE,Belgium,RIPE,Company's annual report,"In Luxembourg we are present as Proximus Luxembourg SA, under the brand names Tango and Telindus Luxembourg. Both brands operate jointly to meet all the telecommunications needs of Luxembourg's residential and business customers.",English,https://www.proximus.com/dam/jcr:81ca3c2f-d054-42ef-8e89-0342943fd96b/10_Annual_Report_non_financial_information_en.pdf,,"G, E, W",ORG-BA4-RIPE,LU,Luxembourg
56665,BE-PROXIMUS,ORG-TMS6-RIPE,Proximus Luxembourg S.A.,BE,Belgium,RIPE,Company's annual report,"In Luxembourg we are present as Proximus Luxembourg SA, under the brand names Tango and Telindus Luxembourg. Both brands operate jointly to meet all the telecommunications needs of Luxembourg's residential and business customers.",English,https://www.proximus.com/dam/jcr:81ca3c2f-d054-42ef-8e89-0342943fd96b/10_Annual_Report_non_financial_information_en.pdf,,"G, E, W",ORG-BA4-RIPE,LU,Luxembourg
204313,BE-PROXIMUS,ORG-TMS6-RIPE,Proximus Luxembourg S.A.,BE,Belgium,RIPE,Company's annual report,"In Luxembourg we are present as Proximus Luxembourg SA, under the brand names Tango and Telindus Luxembourg. Both brands operate jointly to meet all the telecommunications needs of Luxembourg's residential and business customers.",English,https://www.proximus.com/dam/jcr:81ca3c2f-d054-42ef-8e89-0342943fd96b/10_Annual_Report_non_financial_information_en.pdf,,"G, E, W",ORG-BA4-RIPE,LU,Luxembourg
1891,BE-PROXIMUS,ORG-UBNB1-RIPE,Scarlet Belgium NV,BE,Belgium,RIPE,Company's website,Scarlet est une marque du groupe Proximus.,French,https://www.scarlet.be/fr/scarlet/,Shareholder structure: Belgian State (53.51) (https://www.proximus.com/investors/shareholder-structure.html),O,,,
3304,BE-PROXIMUS,ORG-UBNB1-RIPE,Scarlet Belgium NV,BE,Belgium,RIPE,Company's website,Scarlet est une marque du groupe Proximus.,French,https://www.scarlet.be/fr/scarlet/,Shareholder structure: Belgian State (53.51) (https://www.proximus.com/investors/shareholder-structure.html),O,,,
8644,BE-PROXIMUS,ORG-UBNB1-RIPE,Scarlet Belgium NV,BE,Belgium,RIPE,Company's website,Scarlet est une marque du groupe Proximus.,French,https://www.scarlet.be/fr/scarlet/,Shareholder structure: Belgian State (53.51) (https://www.proximus.com/investors/shareholder-structure.html),O,,,
44814,BG-BULGATEL,ORG-BA242-RIPE,"""Bulgartel"" EAD",BG,Bulgaria,RIPE,Company's website,Bulgartel was founded on 30.11.2004. Bulgartel is a daughter company of Bulgartransgaz EAD (50%) and Electricity System Operator EAD (50%). Bulgartransgaz EAD and Electricity System Operator EAD are dauhter companies of Bulgarian Energy Holding (BEH). BEH was settled down on 18.09.2008 as 100% state owned share holding company.,English,http://bulgartel.bg/page/4,,W,,,
5416,BH-BATELECO,ORG-BA6-RIPE,Bahrain Telecommunications Company (BATELCO) B.S.C.,BH,Bahrain,RIPE,Freedom House,"Batelco, a state-controlled ISP",English,https://freedomhouse.org/country/bahrain/freedom-net/2019,,"G, E, W",,,
15539,BH-BATELECO,ORG-BA6-RIPE,Bahrain Telecommunications Company (BATELCO) B.S.C.,BH,Bahrain,RIPE,Freedom House,"Batelco, a state-controlled ISP",English,https://freedomhouse.org/country/bahrain/freedom-net/2019,,"G, E, W",,,
7642,BH-BATELECO,ORG-DP1-AP-APNIC,Dhiraagu Pvt.Ltd.,BH,Bahrain,RIPE,Company's annual report,Batelco acquired 52%,English,http://content.batelco.com/wp-content/uploads/2020/03/10123308/Batelco-AR19-English-Final.pdf,,"G, E",ORG-BA6-RIPE,Maldives,MV
135053,BH-BATELECO,ORG-DP1-AP-APNIC,Dhiraagu Pvt.Ltd.,BH,Bahrain,RIPE,Company's annual report,Batelco acquired 52%,English,http://content.batelco.com/wp-content/uploads/2020/03/10123308/Batelco-AR19-English-Final.pdf,,"G, E",ORG-BA6-RIPE,Maldives,MV
9038,BH-BATELECO,ORG-NETS1-RIPE,Batelco Jordan,BH,Bahrain,RIPE,Company's annual report,"Umniah, a 96% subsidiary of Batelco has established a strong presence in the Jordanian telecommunications market offering high quality mobile",English,http://content.batelco.com/wp-content/uploads/2020/03/10123308/Batelco-AR19-English-Final.pdf,,"G, E",ORG-BA6-RIPE,Jordan,JO
17458,BH-BATELECO,ORG-SGL2-AP-APNIC,Sure (Diego Garcia) Limited,BH,Bahrain,RIPE,Company's annual report,"The Sure Group comprises of a number of geographically diverse operations which are wholly owned subsidiaries of Batelco, acquired in 2013",English,http://content.batelco.com/wp-content/uploads/2020/03/10123308/Batelco-AR19-English-Final.pdf,,G,ORG-BA6-RIPE,Diego Garcia,IO
6697,BY-BETELECOM,ORG-RAB1-RIPE,Republican Unitary Telecommunication Enterprise Beltelecom,BY,Belarus,RIPE,Company's website,"By Order of the Ministry of Communications and Informatization No. 189 of 7.07.2004, the Republican State-Owned Association Beltelecom has been transformed to the Republican Unitary Telecommunications Enterprise Beltelecom (RUE Beltelecom) on 1 August 2004",English,https://beltelecom.by/en/about/history,,"G, E, W, O",,,
25106,BY-MTS,ORG-MTJ1-RIPE,Mobile TeleSystems JLLC,BY,Belarus,RIPE,Freedom House,"The largest is MTS, which is a joint venture of the state-run Beltelecom (51%) and the Russian MobileTeleSystems (49%)",English,https://freedomhouse.org/country/belarus/freedom-net/2017,,"G, E",,,
60330,BY-BECLOUD,ORG-BCTJ1-RIPE,Belarusian Cloud Technologies JLLC,BY,Belarus,RIPE,ITU,"However, LTE-A network is currently being deployed by a separate state owned infrastructure operator beCloud, which was created in 2012 to facilitate infrastructure deployment on a national scale",English,https://www.itu.int/en/ITU-D/Statistics/Documents/publications/misr2017/MISR2017_Volume2.pdf,,C,,,
205475,BY-BECLOUD,ORG-BCTJ1-RIPE,Belarusian Cloud Technologies JLLC,BY,Belarus,RIPE,ITU,"However, LTE-A network is currently being deployed by a separate state owned infrastructure operator beCloud, which was created in 2012 to facilitate infrastructure deployment on a national scale",English,https://www.itu.int/en/ITU-D/Statistics/Documents/publications/misr2017/MISR2017_Volume2.pdf,,C,,,
